"","consent","demo_party","demo_party_forced","demo_ideology","demo_pol_forced","demo_gender","subject_rid","age","gender","hhi","ethnicity","hispanic","education","political_party","region","zip","question","ideology","headline","headline_text","ideology_num","headline_politics","answer_num","batch","group"
"13.4...91","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","somewhat conservative","Right or center-right","Male","3351637568","67","1","15","1","1","7","10","2","53511",4,"is politically neutral","Dem_x3","Trump lashes out at Vanity Fair, one day after it lambastes his restaurant",0,"Dem",0,"1","mixed"
"14.4...92","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","liberal","Left or center-left","Male","8150657681","25","2","19","1","2","6","10","3","32311",4,"is politically neutral","Rep_2","Northam Got Nearly $2 Million in Donations from Planned Parenthood",0,"Rep",0,"1","mixed"
"15.4...93","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Left or center-left","Female","3747897665","34","2","19","1","1","7","2","3","20120",4,"is more right or conservative","Rep_3","Ocasio-Cortez Retracts Erroneous Information About Green New Deal Backed by 2020 Democratic Candidates",1,"Rep",1,"1","mixed"
"16.4...94","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","somewhat conservative","Right or center-right","Male","4029049198","25","1","-3105","16","1","-3105","7","3","22206",4,"is more left or liberal","Rep_1","Guest Kicked Out of Disneyland for Unfurling 'Trump 2020' Banner",-1,"Rep",-1,"1","mixed"
"17.4...95","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","no opinion","Right or center-right","Female","5008274722","19","2","6","1","1","4","1","2","68510",4,"is politically neutral","Rep_9","Trump's Approval Rating among Likely Voters Soars to His Best in 23 Months at 52%",0,"Rep",0,"1","mixed"
"18.4...96","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Democrat","liberal","Right or center-right","Female","7162871472","56","2","1","1","1","1","3","3","72419",4,"supports right or conservative views","Rep_9","Trump's Approval Rating among Likely Voters Soars to His Best in 23 Months at 52%",1,"Rep",1,"1","mixed"
"19.4...97","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Republican","somewhat conservative","Right or center-right","Male","6998755415","53","1","-3105","1","1","7","5","1","12061",4,"is more right or conservative","Rep_2","Northam Got Nearly $2 Million in Donations from Planned Parenthood",1,"Rep",1,"1","mixed"
"20.4...98","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Other","Democrat","no opinion","Right or center-right","Female","1192857898","66","2","1","1","1","4","7","3","79924",4,"is more left or liberal","Dem_3","Trump Says South Korea is Paying $500 Million More for U.S. Troops. The Deal Says Otherwise.",-1,"Dem",-1,"1","mixed"
"21.4...99","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","somewhat liberal","Right or center-right","Male","9405779438","31","1","19","1","1","6","9","4","90009",4,"is politically neutral","Rep_2","Northam Got Nearly $2 Million in Donations from Planned Parenthood",0,"Rep",0,"1","mixed"
"22.4...100","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Male","513782450","78","1","11","1","1","7","10","4","83647",4,"is politically neutral","Rep_x1","Companies are already canceling plans to move U.S. jobs abroad",0,"Rep",0,"1","mixed"
"23.4...101","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Left or center-left","Male","9610559763","48","1","23","1","1","7","2","2","58104",4,"supports right or conservative views","Rep_x1","Companies are already canceling plans to move U.S. jobs abroad",1,"Rep",1,"1","mixed"
"24.4...102","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Democrat","no opinion","Left or center-left","Male","3797048810","31","1","9","15","2","2","3","4","95648",4,"is politically neutral","Dem_10","Trump's First 4 Mar-a-Lago Trips Cost Taxpayers $13.6 Million",0,"Dem",0,"1","mixed"
"25.4...103","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Democrat","no opinion","Left or center-left","Female","5438626278","22","2","1","2","1","4","7","4","85041",4,"supports right or conservative views","Dem_x3","Trump lashes out at Vanity Fair, one day after it lambastes his restaurant",1,"Dem",1,"1","mixed"
"26.4...104","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat conservative","Right or center-right","Female","3787285346","34","2","13","15","1","4","3","2","44035",4,"is more right or conservative","Rep_3","Ocasio-Cortez Retracts Erroneous Information About Green New Deal Backed by 2020 Democratic Candidates",1,"Rep",1,"1","mixed"
"1.5...105","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Other","Democrat","somewhat conservative","Right or center-right","Female","6059554270","21","2","1","2","1","2","7","3","77064",5,"supports left or liberal views","Dem_7","Nearly 400 Trump Aides Had Access to Leaked Schedules",-1,"Dem",-1,"1","mixed"
"2.5...106","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Male","9585922169","19","1","1","1","1","2","10","1","11741",5,"is more left or liberal","Dem_4","Since Parkland There's Been a School Shooting, on Average, Every 12 Days",-1,"Dem",-1,"1","mixed"
"3.5...107","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Other","Democrat","no opinion","Right or center-right","Female","8939399137","56","2","1","1","1","3","7","1","08865",5,"is politically neutral","Dem_3","Trump Says South Korea is Paying $500 Million More for U.S. Troops. The Deal Says Otherwise.",0,"Dem",0,"1","mixed"
"4.5...108","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","no opinion","Left or center-left","Female","7592548150","74","2","7","1","1","4","1","3","75452",5,"is more right or conservative","Rep_10","Islamic State is 100 Percent Defeated",1,"Rep",1,"1","mixed"
"5.5...109","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","conservative","Left or center-left","Male","1236577854","35","1","22","1","2","8","1","1","10001",5,"is more right or conservative","Dem_8","US Budget Deficit Running 41.8 Percent above Last Year",1,"Dem",1,"1","mixed"
"6.5...110","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Republican","somewhat conservative","Left or center-left","Male","7449148935","50","1","5","1","1","7","4","1","10456",5,"supports left or liberal views","Rep_2","Northam Got Nearly $2 Million in Donations from Planned Parenthood",-1,"Rep",-1,"1","mixed"
"7.5...111","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Republican","conservative","Left or center-left","Male","6137465490","39","1","24","1","1","8","10","3","79705",5,"is more left or liberal","Rep_x1","Companies are already canceling plans to move U.S. jobs abroad",-1,"Rep",-1,"1","mixed"
"8.5...112","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Republican","somewhat conservative","Right or center-right","Other","6327995909","72","2","14","1","1","5","5","1","19312",5,"supports left or liberal views","Rep_3","Ocasio-Cortez Retracts Erroneous Information About Green New Deal Backed by 2020 Democratic Candidates",-1,"Rep",-1,"1","mixed"
"9.5...113","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Democrat","somewhat liberal","Left or center-left","Male","5933535900","59","1","-3105","1","1","4","3","3","40004",5,"is politically neutral","Rep_x3","At GOP convention finale, Donald Trump vows to protect LGBTQ community",0,"Rep",0,"1","mixed"
"10.5...114","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","somewhat conservative","Right or center-right","Female","1979948092","50","2","3","1","1","5","9","3","38138",5,"is more right or conservative","Dem_x1","The small businesses near Trump Tower are experiencing a miniature recession",1,"Dem",1,"1","mixed"
"11.5...115","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Other","Republican","no opinion","Left or center-left","Female","2477807817","34","2","1","1","1","-3105","7","2","60610",5,"is more right or conservative","Rep_7","America Created 304,000 Jobs in January, Smashing Estimates",1,"Rep",1,"1","mixed"
"12.5...116","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Republican","no opinion","Left or center-left","Female","8941062931","39","2","1","2","1","2","4","3","37207",5,"is politically neutral","Rep_x2","Dems scramble to prevent their own from defecting to Trump",0,"Rep",0,"1","mixed"
"13.5...117","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","somewhat conservative","Right or center-right","Male","3351637568","67","1","15","1","1","7","10","2","53511",5,"is more left or liberal","Rep_3","Ocasio-Cortez Retracts Erroneous Information About Green New Deal Backed by 2020 Democratic Candidates",-1,"Rep",-1,"1","mixed"
"14.5...118","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","liberal","Left or center-left","Male","8150657681","25","2","19","1","2","6","10","3","32311",5,"is politically neutral","Dem_5","Demand for IUDs and Birth Control Implants Rose After Trump's Election Amid Insurance Concerns",0,"Dem",0,"1","mixed"
"15.5...119","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Left or center-left","Female","3747897665","34","2","19","1","1","7","2","3","20120",5,"is more right or conservative","Rep_x2","Dems scramble to prevent their own from defecting to Trump",1,"Rep",1,"1","mixed"
"16.5...120","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","somewhat conservative","Right or center-right","Male","4029049198","25","1","-3105","16","1","-3105","7","3","22206",5,"is more right or conservative","Rep_3","Ocasio-Cortez Retracts Erroneous Information About Green New Deal Backed by 2020 Democratic Candidates",1,"Rep",1,"1","mixed"
"17.5...121","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","no opinion","Right or center-right","Female","5008274722","19","2","6","1","1","4","1","2","68510",5,"is politically neutral","Dem_1","Justice Dept. Officials Had Discussions About Pushing Trump Out",0,"Dem",0,"1","mixed"
