study,group,question,answer,submit_time,source,source_politics,source_alignment,headline,headline_type,headline_politics,headline_alignment,subject_id,subject_politics,demo_party,demo_ideology,demo_ideology_forced,demo_gender,demo_education,demo_birthyear,demo_age,relevant_for_analysis,source_familiarity,source_trust,source_trust_num
Study 1,bonus,3,FALSE,8.076,fox,conservative,TRUE,Rep_3,Rep,conservative,TRUE,study_1_333,conservative,Independent,somewhat conservative,Right or center-right,Female,"Associate degree (e.g. AA, AS)",1978,41,TRUE,yes,Barely,0.25
Study 1,control,3,FALSE,8.386,nyt,liberal,TRUE,Rep_3,Rep,conservative,FALSE,study_1_341,liberal,Independent,somewhat liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1971,48,TRUE,yes,A lot,0.75
Study 1,control,3,FALSE,7.156,fox,conservative,FALSE,Rep_1,Rep,conservative,FALSE,study_1_342,liberal,Democrat,somewhat liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1990,29,TRUE,yes,Not at all,0
Study 1,control,3,TRUE,7.011,fox,conservative,TRUE,Rep_3,Rep,conservative,TRUE,study_1_349,conservative,Republican,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1982,37,TRUE,yes,Somewhat,0.5
Study 1,control,3,TRUE,8.306,fox,conservative,FALSE,Dem_3,Dem,liberal,TRUE,study_1_354,liberal,Independent,somewhat conservative,Left or center-left,Female,High school degree or equivalent (e.g. GED),1987,32,TRUE,yes,Somewhat,0.5
Study 1,control,3,FALSE,7.131,nyt,liberal,FALSE,Dem_1,Dem,liberal,FALSE,study_1_355,conservative,Independent,conservative,Right or center-right,Male,High school degree or equivalent (e.g. GED),1972,47,TRUE,yes,Somewhat,0.5
Study 1,bonus,3,FALSE,10.65,nyt,liberal,FALSE,Rep_1,Rep,conservative,TRUE,study_1_356,conservative,Republican,conservative,Right or center-right,Male,High school degree or equivalent (e.g. GED),1971,48,TRUE,yes,Barely,0.25
Study 1,bonus,3,TRUE,7.947,nyt,liberal,FALSE,Rep_3,Rep,conservative,TRUE,study_1_357,conservative,Republican,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1980,39,TRUE,yes,A lot,0.75
Study 1,control,3,FALSE,8.4,nyt,liberal,TRUE,Dem_3,Dem,liberal,TRUE,study_1_360,liberal,Democrat,liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1959,60,TRUE,yes,Somewhat,0.5
Study 1,bonus,3,TRUE,6.934,nyt,liberal,FALSE,Rep_1,Rep,conservative,TRUE,study_1_362,conservative,Republican,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1990,29,TRUE,yes,A lot,0.75
Study 1,control,3,FALSE,5.978,nyt,liberal,FALSE,Rep_2,Rep,conservative,TRUE,study_1_366,conservative,Independent,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1990,29,TRUE,yes,A lot,0.75
Study 1,bonus,3,TRUE,7.197,nyt,liberal,FALSE,Dem_1,Dem,liberal,FALSE,study_1_373,conservative,Republican,conservative,Right or center-right,Male,"Associate degree (e.g. AA, AS)",1988,31,TRUE,yes,Somewhat,0.5
Study 1,bonus,3,TRUE,10.957,fox,conservative,TRUE,Dem_2,Dem,liberal,FALSE,study_1_378,conservative,Republican,somewhat conservative,Right or center-right,Male,"Master’s degree (e.g. MA, MS)",1982,37,TRUE,yes,A lot,0.75
Study 1,control,3,FALSE,8.935,nyt,liberal,FALSE,Dem_3,Dem,liberal,FALSE,study_1_379,conservative,Republican,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1948,71,TRUE,yes,Somewhat,0.5
Study 1,control,3,TRUE,10.835,nyt,liberal,FALSE,Rep_3,Rep,conservative,TRUE,study_1_385,conservative,Independent,conservative,Right or center-right,Male,"Associate degree (e.g. AA, AS)",1973,46,TRUE,yes,Barely,0.25
Study 1,bonus,3,TRUE,13.888,fox,conservative,TRUE,Dem_1,Dem,liberal,FALSE,study_1_386,conservative,Republican,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1990,29,TRUE,yes,Somewhat,0.5
Study 1,control,4,TRUE,7.56,fox,conservative,FALSE,Rep_3,Rep,conservative,FALSE,study_1_3,liberal,Independent,somewhat liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1984,35,TRUE,yes,Somewhat,0.5
Study 1,bonus,4,FALSE,8.525,fox,conservative,TRUE,Dem_2,Dem,liberal,FALSE,study_1_5,conservative,Republican,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1987,32,TRUE,yes,Somewhat,0.5
Study 1,bonus,4,FALSE,7.601,fox,conservative,TRUE,Dem_3,Dem,liberal,FALSE,study_1_15,conservative,Republican,conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1976,43,TRUE,yes,A lot,0.75
Study 1,bonus,4,TRUE,8.222,fox,conservative,FALSE,Dem_1,Dem,liberal,TRUE,study_1_22,liberal,Democrat,somewhat liberal,Left or center-left,Male,"Professional degree (e.g. MD, JD)",1978,41,TRUE,yes,Not at all,0
Study 1,control,4,TRUE,6.722,nyt,liberal,FALSE,Dem_2,Dem,liberal,FALSE,study_1_25,conservative,Republican,somewhat conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1968,51,TRUE,yes,Somewhat,0.5
Study 1,bonus,4,FALSE,9.893,nyt,liberal,FALSE,Rep_3,Rep,conservative,TRUE,study_1_26,conservative,Republican,conservative,Right or center-right,Male,High school degree or equivalent (e.g. GED),1961,58,TRUE,yes,Barely,0.25
Study 1,control,4,FALSE,7.268,fox,conservative,TRUE,Dem_2,Dem,liberal,FALSE,study_1_28,conservative,Republican,somewhat conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1997,22,TRUE,yes,Barely,0.25
Study 1,control,4,FALSE,9.957,nyt,liberal,FALSE,Dem_1,Dem,liberal,FALSE,study_1_30,conservative,Independent,somewhat conservative,Right or center-right,Male,"Master’s degree (e.g. MA, MS)",1970,49,TRUE,yes,Somewhat,0.5
Study 1,bonus,4,TRUE,7.068,fox,conservative,FALSE,Rep_1,Rep,conservative,FALSE,study_1_34,liberal,Democrat,somewhat liberal,Left or center-left,Female,"Master’s degree (e.g. MA, MS)",1990,29,TRUE,yes,Barely,0.25
Study 1,bonus,4,FALSE,6.534,nyt,liberal,TRUE,Rep_2,Rep,conservative,FALSE,study_1_36,liberal,Independent,somewhat liberal,Left or center-left,Male,"Associate degree (e.g. AA, AS)",1992,27,TRUE,yes,Entirely,1
Study 1,bonus,4,TRUE,7.643,fox,conservative,TRUE,Rep_1,Rep,conservative,TRUE,study_1_39,conservative,Republican,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1987,32,TRUE,yes,A lot,0.75
Study 1,bonus,4,FALSE,7.14,nyt,liberal,FALSE,Rep_2,Rep,conservative,TRUE,study_1_44,conservative,Republican,somewhat conservative,Right or center-right,Male,High school degree or equivalent (e.g. GED),1982,37,TRUE,yes,Somewhat,0.5
Study 1,control,4,FALSE,7.649,nyt,liberal,TRUE,Dem_1,Dem,liberal,TRUE,study_1_45,liberal,Democrat,liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1993,26,TRUE,yes,A lot,0.75
Study 1,control,4,TRUE,6.787,nyt,liberal,TRUE,Rep_1,Rep,conservative,FALSE,study_1_50,liberal,Independent,somewhat liberal,Left or center-left,Female,"Master’s degree (e.g. MA, MS)",1985,34,TRUE,yes,A lot,0.75
Study 1,control,4,TRUE,7.78,fox,conservative,FALSE,Dem_3,Dem,liberal,TRUE,study_1_54,liberal,Democrat,liberal,Left or center-left,Female,High school degree or equivalent (e.g. GED),1980,39,TRUE,yes,Not at all,0
Study 1,bonus,4,TRUE,8.61,nyt,liberal,FALSE,Dem_3,Dem,liberal,FALSE,study_1_57,conservative,Republican,conservative,Right or center-right,Female,"Associate degree (e.g. AA, AS)",1965,54,TRUE,yes,Somewhat,0.5
Study 1,control,4,TRUE,11.834,nyt,liberal,FALSE,Rep_3,Rep,conservative,TRUE,study_1_63,conservative,Republican,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1970,49,TRUE,yes,Not at all,0
Study 1,bonus,4,FALSE,10.749,fox,conservative,FALSE,Rep_3,Rep,conservative,FALSE,study_1_64,liberal,Independent,somewhat liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1974,45,TRUE,yes,Somewhat,0.5
Study 1,control,4,FALSE,8.319,nyt,liberal,TRUE,Dem_3,Dem,liberal,TRUE,study_1_68,liberal,Republican,conservative,Left or center-left,Female,"Associate degree (e.g. AA, AS)",1977,42,TRUE,yes,Somewhat,0.5
Study 1,bonus,4,TRUE,6.609,fox,conservative,FALSE,Dem_3,Dem,liberal,TRUE,study_1_73,liberal,Other,liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1983,36,TRUE,yes,Barely,0.25
Study 1,control,4,TRUE,7.067,nyt,liberal,TRUE,Dem_1,Dem,liberal,TRUE,study_1_74,liberal,Democrat,somewhat liberal,Left or center-left,Male,"Associate degree (e.g. AA, AS)",1966,53,TRUE,yes,Entirely,1
Study 1,bonus,4,TRUE,7.66,nyt,liberal,TRUE,Dem_1,Dem,liberal,TRUE,study_1_75,liberal,Democrat,liberal,Left or center-left,Female,"Master’s degree (e.g. MA, MS)",1966,53,TRUE,yes,Entirely,1
Study 1,bonus,4,TRUE,7.923,fox,conservative,FALSE,Dem_1,Dem,liberal,TRUE,study_1_76,liberal,Democrat,somewhat liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1982,37,TRUE,yes,Not at all,0
Study 1,control,4,FALSE,7.975,nyt,liberal,FALSE,Rep_1,Rep,conservative,TRUE,study_1_81,conservative,Independent,somewhat conservative,Right or center-right,Female,"Associate degree (e.g. AA, AS)",1953,66,TRUE,yes,Not at all,0
Study 1,control,4,TRUE,8.876,nyt,liberal,TRUE,Dem_3,Dem,liberal,TRUE,study_1_87,liberal,Democrat,somewhat liberal,Left or center-left,Male,"Associate degree (e.g. AA, AS)",1984,35,TRUE,yes,Somewhat,0.5
Study 1,bonus,4,FALSE,7.584,fox,conservative,TRUE,Rep_2,Rep,conservative,TRUE,study_1_89,conservative,Republican,conservative,Right or center-right,Male,High school degree or equivalent (e.g. GED),1992,27,TRUE,yes,Not at all,0
Study 1,control,4,FALSE,7.55,nyt,liberal,FALSE,Rep_1,Rep,conservative,TRUE,study_1_91,conservative,Republican,somewhat conservative,Right or center-right,Female,"Associate degree (e.g. AA, AS)",1953,66,TRUE,yes,Not at all,0
Study 1,bonus,4,FALSE,10.258,nyt,liberal,FALSE,Dem_2,Dem,liberal,FALSE,study_1_92,conservative,Republican,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1974,45,TRUE,yes,Somewhat,0.5
Study 1,bonus,4,TRUE,7.45,nyt,liberal,FALSE,Dem_3,Dem,liberal,FALSE,study_1_93,conservative,Other,somewhat conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1984,35,TRUE,yes,Barely,0.25
Study 1,bonus,4,FALSE,7.231,nyt,liberal,TRUE,Rep_1,Rep,conservative,FALSE,study_1_98,liberal,Democrat,somewhat liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1987,32,TRUE,yes,A lot,0.75
Study 1,control,4,TRUE,7.771,nyt,liberal,FALSE,Rep_2,Rep,conservative,TRUE,study_1_99,conservative,Republican,conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1968,51,TRUE,yes,Not at all,0
Study 1,bonus,4,TRUE,10.634,nyt,liberal,FALSE,Rep_2,Rep,conservative,TRUE,study_1_109,conservative,Republican,conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1968,51,TRUE,yes,Somewhat,0.5
Study 1,control,4,TRUE,8.754,nyt,liberal,FALSE,Rep_3,Rep,conservative,TRUE,study_1_110,conservative,Republican,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1974,45,TRUE,yes,Not at all,0
Study 1,bonus,4,TRUE,6.963,nyt,liberal,FALSE,Dem_3,Dem,liberal,FALSE,study_1_112,conservative,Independent,somewhat conservative,Right or center-right,Male,"Professional degree (e.g. MD, JD)",1986,33,TRUE,yes,A lot,0.75
Study 1,control,4,FALSE,7.048,fox,conservative,TRUE,Dem_2,Dem,liberal,FALSE,study_1_113,conservative,Independent,somewhat conservative,Right or center-right,Female,"Master’s degree (e.g. MA, MS)",1983,36,TRUE,yes,Not at all,0
Study 1,bonus,4,FALSE,8.355,fox,conservative,TRUE,Rep_3,Rep,conservative,TRUE,study_1_115,conservative,Republican,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1986,33,TRUE,yes,A lot,0.75
Study 1,control,4,FALSE,10.969,fox,conservative,FALSE,Rep_1,Rep,conservative,FALSE,study_1_120,liberal,Democrat,somewhat liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1968,51,TRUE,yes,Barely,0.25
Study 1,control,4,TRUE,7.102,fox,conservative,TRUE,Rep_1,Rep,conservative,TRUE,study_1_122,conservative,Republican,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1988,31,TRUE,yes,Somewhat,0.5
Study 1,control,4,TRUE,7.189,nyt,liberal,TRUE,Rep_3,Rep,conservative,FALSE,study_1_125,liberal,Democrat,liberal,Left or center-left,Female,"Associate degree (e.g. AA, AS)",1974,45,TRUE,yes,A lot,0.75
Study 1,control,4,TRUE,7.467,nyt,liberal,TRUE,Dem_2,Dem,liberal,TRUE,study_1_129,liberal,Democrat,liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1987,32,TRUE,yes,A lot,0.75
Study 1,control,4,TRUE,6.81,nyt,liberal,TRUE,Dem_3,Dem,liberal,TRUE,study_1_134,liberal,Independent,somewhat liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1983,36,TRUE,yes,Somewhat,0.5
Study 1,bonus,4,FALSE,7.418,fox,conservative,TRUE,Rep_3,Rep,conservative,TRUE,study_1_137,conservative,Republican,somewhat conservative,Right or center-right,Male,"Associate degree (e.g. AA, AS)",1988,31,TRUE,yes,Barely,0.25
Study 1,control,4,TRUE,7.034,fox,conservative,TRUE,Rep_2,Rep,conservative,TRUE,study_1_141,conservative,Independent,no opinion,Right or center-right,Male,High school degree or equivalent (e.g. GED),1995,24,TRUE,yes,Barely,0.25
Study 1,control,4,FALSE,7.15,fox,conservative,TRUE,Rep_2,Rep,conservative,TRUE,study_1_142,conservative,Republican,conservative,Right or center-right,Male,High school degree or equivalent (e.g. GED),1996,23,TRUE,yes,A lot,0.75
Study 1,bonus,4,FALSE,15.012,fox,conservative,FALSE,Rep_3,Rep,conservative,FALSE,study_1_143,liberal,Independent,somewhat liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1972,47,TRUE,yes,Not at all,0
Study 1,bonus,4,FALSE,8.311,fox,conservative,FALSE,Rep_1,Rep,conservative,FALSE,study_1_146,liberal,Independent,liberal,Left or center-left,Female,"Associate degree (e.g. AA, AS)",1981,38,TRUE,yes,Not at all,0
Study 1,control,4,TRUE,15.009,nyt,liberal,FALSE,Rep_2,Rep,conservative,TRUE,study_1_147,conservative,Independent,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1987,32,TRUE,yes,Somewhat,0.5
Study 1,bonus,4,FALSE,7.934,nyt,liberal,TRUE,Rep_2,Rep,conservative,FALSE,study_1_162,liberal,Independent,liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1980,39,TRUE,yes,Somewhat,0.5
Study 1,control,4,TRUE,6.836,nyt,liberal,FALSE,Dem_1,Dem,liberal,FALSE,study_1_164,conservative,Republican,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1984,35,TRUE,yes,Entirely,1
Study 1,control,4,TRUE,6.423,fox,conservative,FALSE,Rep_1,Rep,conservative,FALSE,study_1_165,liberal,Independent,somewhat liberal,Left or center-left,Male,"Associate degree (e.g. AA, AS)",1978,41,TRUE,yes,Barely,0.25
Study 1,bonus,4,TRUE,8.537,fox,conservative,TRUE,Rep_2,Rep,conservative,TRUE,study_1_167,conservative,Republican,conservative,Right or center-right,Female,"Associate degree (e.g. AA, AS)",1963,56,TRUE,yes,Barely,0.25
Study 1,bonus,4,TRUE,7.458,fox,conservative,FALSE,Dem_3,Dem,liberal,TRUE,study_1_173,liberal,Independent,somewhat liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1980,39,TRUE,yes,Entirely,1
Study 1,control,4,FALSE,7.287,fox,conservative,TRUE,Rep_3,Rep,conservative,TRUE,study_1_174,conservative,Republican,conservative,Right or center-right,Female,"Master’s degree (e.g. MA, MS)",1980,39,TRUE,yes,A lot,0.75
Study 1,bonus,4,FALSE,7.577,fox,conservative,TRUE,Rep_2,Rep,conservative,TRUE,study_1_176,conservative,Republican,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1977,42,TRUE,yes,Somewhat,0.5
Study 1,bonus,4,TRUE,8.781,fox,conservative,TRUE,Dem_1,Dem,liberal,FALSE,study_1_177,conservative,Independent,somewhat conservative,Right or center-right,Male,High school degree or equivalent (e.g. GED),1990,29,TRUE,yes,Somewhat,0.5
Study 1,control,4,FALSE,8.134,nyt,liberal,FALSE,Dem_1,Dem,liberal,FALSE,study_1_180,conservative,Republican,conservative,Right or center-right,Female,"Professional degree (e.g. MD, JD)",1982,37,TRUE,yes,Not at all,0
Study 1,bonus,4,TRUE,6.452,nyt,liberal,TRUE,Rep_2,Rep,conservative,FALSE,study_1_188,liberal,Independent,liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1988,31,TRUE,yes,Not at all,0
Study 1,control,4,TRUE,7.553,fox,conservative,TRUE,Rep_2,Rep,conservative,TRUE,study_1_190,conservative,Democrat,no opinion,Right or center-right,Male,High school degree or equivalent (e.g. GED),1978,41,TRUE,yes,Somewhat,0.5
Study 1,bonus,4,FALSE,7.197,nyt,liberal,FALSE,Dem_1,Dem,liberal,FALSE,study_1_196,conservative,Republican,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1974,45,TRUE,yes,Somewhat,0.5
Study 1,bonus,4,FALSE,8.909,fox,conservative,TRUE,Rep_2,Rep,conservative,TRUE,study_1_197,conservative,Independent,somewhat conservative,Right or center-right,Female,"Associate degree (e.g. AA, AS)",1967,52,TRUE,yes,Barely,0.25
Study 1,control,4,FALSE,8.334,fox,conservative,TRUE,Dem_1,Dem,liberal,FALSE,study_1_198,conservative,Republican,conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1960,59,TRUE,yes,A lot,0.75
Study 1,control,4,TRUE,7.675,nyt,liberal,FALSE,Rep_2,Rep,conservative,TRUE,study_1_204,conservative,Independent,conservative,Right or center-right,Female,"Associate degree (e.g. AA, AS)",1956,63,TRUE,yes,Not at all,0
Study 1,bonus,4,TRUE,7.423,fox,conservative,TRUE,Dem_2,Dem,liberal,FALSE,study_1_205,conservative,Republican,conservative,Right or center-right,Female,"Associate degree (e.g. AA, AS)",1966,53,TRUE,yes,Entirely,1
Study 1,bonus,4,FALSE,7.332,fox,conservative,TRUE,Rep_2,Rep,conservative,TRUE,study_1_213,conservative,Independent,somewhat conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1973,46,TRUE,yes,Entirely,1
Study 1,bonus,4,TRUE,8.1,nyt,liberal,FALSE,Dem_1,Dem,liberal,FALSE,study_1_216,conservative,Republican,conservative,Right or center-right,Male,High school degree or equivalent (e.g. GED),1958,61,TRUE,yes,Not at all,0
Study 1,control,4,TRUE,15.11,nyt,liberal,TRUE,Dem_2,Dem,liberal,TRUE,study_1_217,liberal,Democrat,somewhat liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1969,50,TRUE,yes,A lot,0.75
Study 1,control,4,TRUE,8.351,nyt,liberal,TRUE,Dem_2,Dem,liberal,TRUE,study_1_219,liberal,Democrat,liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1988,31,TRUE,yes,Barely,0.25
Study 1,control,4,FALSE,6.672,fox,conservative,FALSE,Rep_3,Rep,conservative,FALSE,study_1_226,liberal,Democrat,somewhat conservative,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1991,28,TRUE,yes,Somewhat,0.5
Study 1,bonus,4,TRUE,6.174,nyt,liberal,TRUE,Dem_2,Dem,liberal,TRUE,study_1_230,liberal,Democrat,liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1982,37,TRUE,yes,Somewhat,0.5
Study 1,control,4,FALSE,7.693,nyt,liberal,TRUE,Rep_2,Rep,conservative,FALSE,study_1_233,liberal,Democrat,liberal,Left or center-left,Male,High school degree or equivalent (e.g. GED),1988,31,TRUE,yes,Entirely,1
Study 1,bonus,4,FALSE,6.785,fox,conservative,FALSE,Rep_3,Rep,conservative,FALSE,study_1_235,liberal,Independent,liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1981,38,TRUE,yes,Not at all,0
Study 1,control,4,TRUE,15.108,fox,conservative,TRUE,Dem_3,Dem,liberal,FALSE,study_1_240,conservative,Democrat,somewhat conservative,Right or center-right,Female,"Associate degree (e.g. AA, AS)",1959,60,TRUE,yes,A lot,0.75
Study 1,control,4,TRUE,7.559,fox,conservative,FALSE,Dem_3,Dem,liberal,TRUE,study_1_244,liberal,Independent,no opinion,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1987,32,TRUE,yes,Barely,0.25
Study 1,control,4,TRUE,6.897,fox,conservative,TRUE,Dem_2,Dem,liberal,FALSE,study_1_248,conservative,Republican,somewhat conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1991,28,TRUE,yes,Somewhat,0.5
Study 1,control,4,TRUE,13.08,fox,conservative,TRUE,Rep_1,Rep,conservative,TRUE,study_1_250,conservative,Independent,somewhat conservative,Right or center-right,Female,"Associate degree (e.g. AA, AS)",1989,30,TRUE,yes,Somewhat,0.5
Study 1,control,4,TRUE,9.932,nyt,liberal,TRUE,Dem_2,Dem,liberal,TRUE,study_1_254,liberal,Other,liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1981,38,TRUE,yes,Barely,0.25
Study 1,bonus,4,TRUE,10.094,nyt,liberal,TRUE,Rep_3,Rep,conservative,FALSE,study_1_257,liberal,Democrat,somewhat liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1980,39,TRUE,yes,Somewhat,0.5
